,index,Sample,Nucleotide,Timepoint,Plate,FileNumber,filename,time,fu,nt,peak_idx,widths,loc_curated,w_curated,peak_nts,peak_area,backgd_area,peak_area_backsub,total_area,frac_intact,frac_norm
124,124,hHBB_10415488_RLT-10_hHBB,PSU,2.0,13,6,nts-Eukaryote Total RNA Nano_2020-12-10_15-49-28_Sample6.csv,[17.   17.05 17.1  ... 69.85 69.9  69.95],"[-0.008094   -0.0256012  -0.01848978 ...  0.1014214   0.1014214
  0.1014214 ]","[ -111.99756802  -110.27270715  -108.56246956 ... 16253.68048694
 16296.5345825  16339.45101991]",[110 398 509],[ 6.28206602  9.50599105 15.85522594],[110 398],[6.28206602 9.50599105],[ 23.31702844 903.99714765],[ 97.05569992 273.578042  ],[ 4.30092194 96.90881   ],[ 92.75477798 176.669232  ],529.26734696,0.33379960621933474,0.6487573238956816
125,125,hHBB_10415488_RLT-10_hHBB,PSU,3.0,13,7,nts-Eukaryote Total RNA Nano_2020-12-10_15-49-28_Sample7.csv,[17.   17.05 17.1  ... 69.85 69.9  69.95],"[-0.1433029  -0.1402195  -0.1194265  ...  0.08254623  0.08254623
  0.08254623]","[ -111.99756802  -110.27270715  -108.56246956 ... 16253.68048694
 16296.5345825  16339.45101991]",[110 399 511],[ 6.19458135 10.34786573 22.14246944],[110 399],[ 6.19458135 10.34786573],[ 23.31702844 910.7245928 ],[ 89.0442594 241.410016 ],[ 6.4361556 87.068608 ],[ 82.6081038 154.341408 ],475.655900159,0.3244812225569103,0.6306465486424137
126,126,hHBB_10415488_RLT-10_hHBB,PSU,4.0,13,8,nts-Eukaryote Total RNA Nano_2020-12-10_15-49-28_Sample8.csv,[17.   17.05 17.1  ... 69.85 69.9  69.95],"[-0.05544152 -0.03125869 -0.0277913  ...  0.0616684   0.0616684
  0.0616684 ]","[ -111.99756802  -110.27270715  -108.56246956 ... 16253.68048694
 16296.5345825  16339.45101991]",[110 358 398 508],[ 6.149808    5.27400043 11.81259507 20.28356872],[110 398],[ 6.149808   11.81259507],[ 23.31702844 903.99714765],[ 89.70176058 214.992355  ],[ 3.80683506 86.918472  ],[ 85.89492552 128.073883  ],482.14930886000025,0.2656311657955488,0.5162683270260504
127,127,hHBB_10415488_RLT-10_hHBB,PSU,5.0,13,9,nts-Eukaryote Total RNA Nano_2020-12-10_15-49-28_Sample9.csv,[17.   17.05 17.1  ... 69.85 69.9  69.95],"[-0.01094834 -0.00862839 -0.02003148 ...  0.0896759   0.0896759
  0.0896759 ]","[ -111.99756802  -110.27270715  -108.56246956 ... 16253.68048694
 16296.5345825  16339.45101991]",[110 357 399 507],[ 6.12254413  5.37603498 13.66185675 26.20472501],[110 399],[ 6.12254413 13.66185675],[ 23.31702844 910.7245928 ],[ 87.56512359 207.220522  ],[ 4.09864969 79.85824   ],[ 83.46647389 127.362282  ],490.2432572760002,0.25979405144229606,0.504923584202714
128,128,hHBB_10415488_RLT-10_hHBB,PSU,18.0,13,10,nts-Eukaryote Total RNA Nano_2020-12-10_15-49-28_Sample10.csv,[17.   17.05 17.1  ... 69.85 69.9  69.95],"[-0.05732373 -0.04213998 -0.03062208 ...  0.0569191   0.0569191
  0.0569191 ]","[ -111.99756802  -110.27270715  -108.56246956 ... 16253.68048694
 16296.5345825  16339.45101991]",[110 353],[ 6.14529867 37.99615017],[110 399],[ 6.12254413 13.66185675],[ 23.31702844 910.7245928 ],[85.28895032 77.298198  ],[ 4.01358657 66.455004  ],[81.27536375 10.843194  ],543.6548190279997,0.019944997488271242,0.038764165548759257
129,129,hHBB_10415488_RLT-10_hHBB,PSU,24.0,13,11,nts-Eukaryote Total RNA Nano_2020-12-10_15-49-28_Sample11.csv,[17.   17.05 17.1  ... 69.85 69.9  69.95],"[-0.00521691 -0.01289499 -0.00170786 ...  0.00414658  0.00414658
  0.00414658]","[ -111.99756802  -110.27270715  -108.56246956 ... 16253.68048694
 16296.5345825  16339.45101991]",[110 352],[ 6.11350333 37.49930177],[110 399],[ 6.12254413 13.66185675],[ 23.31702844 910.7245928 ],[85.09169484 49.7374972 ],[ 3.12456927 46.659536  ],[81.96712557  3.0779612 ],566.0883055399999,0.0054372456909596205,0.010567576767937984
130,130,hHBB_10419522_12_hHBB,PSU,0.0,14,2,nts-Eukaryote Total RNA Nano_2020-12-10_15-52-31_Sample2.csv,[17.   17.05 17.1  ... 69.85 69.9  69.95],"[-0.05194335 -0.03774889 -0.05095491 ...  0.07822037  0.07822037
  0.07822037]","[ -132.11040204  -130.07075279  -128.04873752 ... 16336.80817382
 16379.12933815 16421.50747182]",[110 391],[6.47948586 6.99268857],[110 391],[6.47948586 6.99268857],[ 23.23671656 864.3017974 ],[143.44529259 391.6907546 ],[  9.23974303 110.980765  ],[134.20554956 280.7099896 ],654.4862623329999,0.4289012707453528,1.0
131,131,hHBB_10419522_12_hHBB,PSU,0.5,14,3,nts-Eukaryote Total RNA Nano_2020-12-10_15-52-31_Sample3.csv,[17.   17.05 17.1  ... 69.85 69.9  69.95],"[-0.04267019 -0.04052989 -0.03376734 ...  0.05257797  0.05257797
  0.05257797]","[ -132.11040204  -130.07075279  -128.04873752 ... 16336.80817382
 16379.12933815 16421.50747182]",[110 392 503],[ 6.48930711  7.47040683 10.54798306],[110 392],[6.48930711 7.47040683],[ 23.23671656 870.85519639],[145.36532414 412.149682  ],[ 13.03451967 100.205544  ],[132.33080447 311.944138  ],759.1310599917998,0.41092263831672177,0.9580821189981849
132,132,hHBB_10419522_12_hHBB,PSU,1.0,14,4,nts-Eukaryote Total RNA Nano_2020-12-10_15-52-31_Sample4.csv,[17.   17.05 17.1  ... 69.85 69.9  69.95],"[-0.00981164 -0.00192513  0.00112669 ...  0.1439476   0.1439476
  0.1439476 ]","[ -132.11040204  -130.07075279  -128.04873752 ... 16336.80817382
 16379.12933815 16421.50747182]",[110 342 392],[ 6.50697163 11.58252458  7.738763  ],[110 392],[6.50697163 7.738763  ],[ 23.23671656 870.85519639],[147.82362634 299.969188  ],[13.69968278 93.852272  ],[134.12394356 206.116916  ],709.7040161899997,0.29042658812405386,0.6771408898354276
133,133,hHBB_10419522_12_hHBB,PSU,1.5,14,5,nts-Eukaryote Total RNA Nano_2020-12-10_15-52-31_Sample5.csv,[17.   17.05 17.1  ... 69.85 69.9  69.95],[0.03099874 0.02963482 0.01750962 ... 0.2672424  0.2672424  0.2672424 ],"[ -132.11040204  -130.07075279  -128.04873752 ... 16336.80817382
 16379.12933815 16421.50747182]",[110 340 392],[ 6.56726283 10.68277915  8.32962416],[110 392],[6.56726283 8.32962416],[ 23.23671656 870.85519639],[148.60034083 279.04959   ],[14.9832083 93.461301 ],[133.61713253 185.588289  ],764.9924266930001,0.24260147228160547,0.5656347715174824
134,134,hHBB_10419522_12_hHBB,PSU,2.0,14,6,nts-Eukaryote Total RNA Nano_2020-12-10_15-52-31_Sample6.csv,[17.   17.05 17.1  ... 69.85 69.9  69.95],"[-0.00125055  0.0188398   0.03744937 ...  0.09736633  0.09736633
  0.09736633]","[ -132.11040204  -130.07075279  -128.04873752 ... 16336.80817382
 16379.12933815 16421.50747182]",[110 339 392],[ 6.65016866 11.32964299  8.8715035 ],[110 392],[6.65016866 8.8715035 ],[ 23.23671656 870.85519639],[152.6566466 184.23618  ],[10.6521842 68.012559 ],[142.0044624 116.223621 ],626.4168155069999,0.18553719843221742,0.4325871968385343
135,135,hHBB_10419522_12_hHBB,PSU,3.0,14,7,nts-Eukaryote Total RNA Nano_2020-12-10_15-52-31_Sample7.csv,[17.   17.05 17.1  ... 69.85 69.9  69.95],[0.09179757 0.1014626  0.1133042  ... 0.1244965  0.1244965  0.1244965 ],"[ -132.11040204  -130.07075279  -128.04873752 ... 16336.80817382
 16379.12933815 16421.50747182]",[110 340 393],[ 6.50755281 10.89233074  9.81274476],[110 393],[6.50755281 9.81274476],[ 23.23671656 877.44439764],[141.8101175 140.402894 ],[12.904878 59.20028 ],[128.9052395  81.202614 ],611.4403188277998,0.13280546195526421,0.30964110160940383
136,136,hHBB_10419522_12_hHBB,PSU,4.0,14,8,nts-Eukaryote Total RNA Nano_2020-12-10_15-52-31_Sample8.csv,[17.   17.05 17.1  ... 69.85 69.9  69.95],"[-0.00367369  0.00593761  0.02078207 ...  0.1148071   0.1148071
  0.1148071 ]","[ -132.11040204  -130.07075279  -128.04873752 ... 16336.80817382
 16379.12933815 16421.50747182]",[110 338 393],[ 6.61437065 13.46354569 11.49535965],[110 393],[ 6.61437065 11.49535965],[ 23.23671656 877.44439764],[145.63053717  91.306635  ],[ 9.18970269 44.463408  ],[136.44083448  46.843227  ],522.1162712180001,0.08971799881034825,0.2091810048835589
137,137,hHBB_10419522_12_hHBB,PSU,5.0,14,9,nts-Eukaryote Total RNA Nano_2020-12-10_15-52-31_Sample9.csv,[17.   17.05 17.1  ... 69.85 69.9  69.95],[0.06389011 0.0447183  0.02333833 ... 0.2602539  0.2602539  0.2602539 ],"[ -132.11040204  -130.07075279  -128.04873752 ... 16336.80817382
 16379.12933815 16421.50747182]",[110 339 394],[ 6.59691352 12.0570984  12.67813809],[110 394],[ 6.59691352 12.67813809],[ 23.23671656 884.06949891],[147.02243669  93.055115  ],[14.99720803 49.996947  ],[132.02522866  43.058168  ],641.50493535,0.06712055609752686,0.1564941880001509
138,138,hHBB_10419522_12_hHBB,PSU,18.0,14,10,nts-Eukaryote Total RNA Nano_2020-12-10_15-52-31_Sample10.csv,[17.   17.05 17.1  ... 69.85 69.9  69.95],"[-0.04443835 -0.06021018 -0.08123317 ...  0.09756851  0.09756851
  0.09756851]","[ -132.11040204  -130.07075279  -128.04873752 ... 16336.80817382
 16379.12933815 16421.50747182]",[110 178],[  6.5867902  140.55038303],[110 394],[ 6.59691352 12.67813809],[ 23.23671656 884.06949891],[147.33499393  11.6788116 ],[9.12646231 9.4945994 ],[138.20853162   2.1842122 ],522.7313558799997,0.004178460265355536,0.009742242679985837
139,139,hHBB_10419522_12_hHBB,PSU,24.0,14,11,nts-Eukaryote Total RNA Nano_2020-12-10_15-52-31_Sample11.csv,[17.   17.05 17.1  ... 69.85 69.9  69.95],"[-0.04407513 -0.06502756 -0.07989563 ...  0.01766205  0.01766205
  0.01766205]","[ -132.11040204  -130.07075279  -128.04873752 ... 16336.80817382
 16379.12933815 16421.50747182]",[110 177],[  6.5917798  119.82318606],[110 394],[ 6.59691352 12.67813809],[ 23.23671656 884.06949891],[144.90370819   3.80805931],[8.49770313 3.12515255],[136.40600506   0.68290676],511.54723386,0.0013349828027550195,0.0031125643447851323
140,140,hHBB_10409421_BugacMan's_Worm_refined_Kagglestyle_hHBB,PSU,0.0,15,2,nts-Eukaryote Total RNA Nano_2020-12-10_16-13-55_Sample2.csv,[17.   17.05 17.1  ... 69.85 69.9  69.95],[0.178088   0.1438759  0.09287792 ... 0.0090065  0.0090065  0.0090065 ],"[ -101.97326467  -100.40085556   -98.84153662 ... 17401.98940992
 17450.17027322 17498.43215572]",[110 391 503],[ 6.22586496  6.10135476 11.68421588],[110 391],[6.22586496 6.10135476],[ 23.55414834 860.68806619],[107.28853091 367.422662  ],[ 7.6232576 89.394186 ],[ 99.66527331 278.028476  ],582.6247240426002,0.4771999273749859,1.0
141,141,hHBB_10409421_BugacMan's_Worm_refined_Kagglestyle_hHBB,PSU,0.5,15,3,nts-Eukaryote Total RNA Nano_2020-12-10_16-13-55_Sample3.csv,[17.   17.05 17.1  ... 69.85 69.9  69.95],[0.01023959 0.01513319 0.02214033 ... 0.176815   0.176815   0.176815  ],"[ -101.97326467  -100.40085556   -98.84153662 ... 17401.98940992
 17450.17027322 17498.43215572]",[110 391 504],[6.24505871 6.49662488 9.81764126],[110 391],[6.24505871 6.49662488],[ 23.55414834 860.68806619],[107.48654475 405.922356  ],[  7.88747365 116.250169  ],[ 99.5990711 289.672187 ],684.8989534159997,0.4229414945887012,0.8862983213665743
142,142,hHBB_10409421_BugacMan's_Worm_refined_Kagglestyle_hHBB,PSU,1.0,15,4,nts-Eukaryote Total RNA Nano_2020-12-10_16-13-55_Sample4.csv,[17.   17.05 17.1  ... 69.85 69.9  69.95],"[-0.00586282  0.00219115  0.01767051 ...  0.01739883  0.01739883
  0.01739883]","[ -101.97326467  -100.40085556   -98.84153662 ... 17401.98940992
 17450.17027322 17498.43215572]",[110 390 503],[6.16456627 7.03709777 9.15775849],[110 390],[6.16456627 7.03709777],[ 23.55414834 854.16219298],[109.9507797 375.976087 ],[  4.9006573 115.20172  ],[105.0501224 260.774367 ],674.6917673249997,0.3865088913622163,0.8099516977891236
143,143,hHBB_10409421_BugacMan's_Worm_refined_Kagglestyle_hHBB,PSU,1.5,15,5,nts-Eukaryote Total RNA Nano_2020-12-10_16-13-55_Sample5.csv,[17.   17.05 17.1  ... 69.85 69.9  69.95],"[-0.04174623 -0.01582654  0.02444767 ...  0.1115036   0.1115036
  0.1115036 ]","[ -101.97326467  -100.40085556   -98.84153662 ... 17401.98940992
 17450.17027322 17498.43215572]",[110 391 503],[ 6.3845199   7.53111343 10.89033664],[110 391],[6.3845199  7.53111343],[ 23.55414834 860.68806619],[114.35944889 320.898728  ],[  6.98582423 111.72372   ],[107.37362466 209.175008  ],671.96281457,0.31128955868466407,0.6523252432099624
144,144,hHBB_10409421_BugacMan's_Worm_refined_Kagglestyle_hHBB,PSU,2.0,15,6,nts-Eukaryote Total RNA Nano_2020-12-10_16-13-55_Sample6.csv,[17.   17.05 17.1  ... 69.85 69.9  69.95],"[-0.00700455 -0.0039876  -0.02580176 ...  0.147438    0.147438
  0.147438  ]","[ -101.97326467  -100.40085556   -98.84153662 ... 17401.98940992
 17450.17027322 17498.43215572]",[110 391 505],[ 6.27392268  7.81687902 11.31020585],[110 391],[6.27392268 7.81687902],[ 23.55414834 860.68806619],[114.00632844 307.113415  ],[  8.34831998 119.829496  ],[105.65800846 187.283919  ],704.0651167900003,0.2660036899056607,0.5574260905044811
145,145,hHBB_10409421_BugacMan's_Worm_refined_Kagglestyle_hHBB,PSU,3.0,15,7,nts-Eukaryote Total RNA Nano_2020-12-10_16-13-55_Sample7.csv,[17.   17.05 17.1  ... 69.85 69.9  69.95],"[-0.07575088 -0.06703424 -0.05226092 ...  0.08924103  0.08924103
  0.08924103]","[ -101.97326467  -100.40085556   -98.84153662 ... 17401.98940992
 17450.17027322 17498.43215572]",[110 259 361 391],[6.15347706 8.4747947  6.62331676 8.84785901],[110 391],[6.15347706 8.84785901],[ 23.55414834 860.68806619],[103.30645518 256.755352  ],[  3.91527486 104.799195  ],[ 99.39118032 151.956157  ],618.7409050940003,0.24558931816042534,0.5146465958437586
146,146,hHBB_10409421_BugacMan's_Worm_refined_Kagglestyle_hHBB,PSU,4.0,15,8,nts-Eukaryote Total RNA Nano_2020-12-10_16-13-55_Sample8.csv,[17.   17.05 17.1  ... 69.85 69.9  69.95],"[-0.03901181 -0.0386005  -0.03540871 ...  0.1147079   0.1147079
  0.1147079 ]","[ -101.97326467  -100.40085556   -98.84153662 ... 17401.98940992
 17450.17027322 17498.43215572]",[110 260 361 391],[ 6.16542072  7.69485151  6.88117456 10.47017277],[110 391],[ 6.16542072 10.47017277],[ 23.55414834 860.68806619],[104.11239064 253.69052   ],[  6.54503808 108.575126  ],[ 97.56735256 145.115394  ],683.2183185600002,0.21239974113377919,0.4450959209113091
147,147,hHBB_10409421_BugacMan's_Worm_refined_Kagglestyle_hHBB,PSU,5.0,15,9,nts-Eukaryote Total RNA Nano_2020-12-10_16-13-55_Sample9.csv,[17.   17.05 17.1  ... 69.85 69.9  69.95],"[-0.01096903 -0.00598413 -0.00640324 ...  0.08671951  0.08671951
  0.08671951]","[ -101.97326467  -100.40085556   -98.84153662 ... 17401.98940992
 17450.17027322 17498.43215572]",[110 260 361 391],[ 6.24117704  7.91648763  7.15715633 12.46904606],[110 391],[ 6.24117704 12.46904606],[ 23.55414834 860.68806619],[103.39119002 214.291018  ],[ 8.14853914 90.591761  ],[ 95.24265088 123.699257  ],608.4503089599998,0.20330215167683002,0.42603139693496694
148,148,hHBB_10409421_BugacMan's_Worm_refined_Kagglestyle_hHBB,PSU,18.0,15,10,nts-Eukaryote Total RNA Nano_2020-12-10_16-13-55_Sample10.csv,[17.   17.05 17.1  ... 69.85 69.9  69.95],"[-0.1078876  -0.07218064 -0.03070831 ...  0.1245079   0.1245079
  0.1245079 ]","[ -101.97326467  -100.40085556   -98.84153662 ... 17401.98940992
 17450.17027322 17498.43215572]",[110 227 257 358],[ 6.1835631   9.98192322 11.19689456 32.3779701 ],[110 391],[ 6.24117704 12.46904606],[ 23.55414834 860.68806619],[105.17691478  45.4121502 ],[ 6.54931676 40.2805013 ],[98.62759802  5.1316489 ],637.5501554999994,0.00804901207494098,0.016867169530426246
149,149,hHBB_10409421_BugacMan's_Worm_refined_Kagglestyle_hHBB,PSU,24.0,15,11,nts-Eukaryote Total RNA Nano_2020-12-10_16-13-55_Sample11.csv,[17.   17.05 17.1  ... 69.85 69.9  69.95],"[-0.05536342 -0.05983767 -0.06239177 ...  0.00930023  0.00930023
  0.00930023]","[ -101.97326467  -100.40085556   -98.84153662 ... 17401.98940992
 17450.17027322 17498.43215572]",[110 227 278 344],[ 6.18848732 19.01666702 20.03370299 34.80554646],[110 391],[ 6.24117704 12.46904606],[ 23.55414834 860.68806619],[100.34408367  24.4543447 ],[ 3.66368849 23.9431426 ],[96.68039518  0.5112021 ],595.6031741469999,0.0008582931088843274,0.0017986027651045234
150,150,hHBB_10396597_Astros-Brourd-Eli-mod3_hHBB,PSU,0.0,16,2,nts-Eukaryote Total RNA Nano_2020-12-10_16-18-58_Sample2.csv,[17.   17.05 17.1  ... 69.85 69.9  69.95],"[ 0.00411937 -0.00976521 -0.04483509 ...  0.1366119   0.1366119
  0.1366119 ]","[ -101.97326467  -100.40085556   -98.84153662 ... 17401.98940992
 17450.17027322 17498.43215572]",[110 393 504],[6.59974489 6.74773873 8.53385477],[110 393],[6.59974489 6.74773873],[ 23.55414834 873.84745964],[157.55675794 418.91238   ],[ 16.03410858 106.69386   ],[141.52264936 312.21852   ],724.2958681100001,0.43106489177511476,1.0
151,151,hHBB_10396597_Astros-Brourd-Eli-mod3_hHBB,PSU,0.5,16,3,nts-Eukaryote Total RNA Nano_2020-12-10_16-18-58_Sample3.csv,[17.   17.05 17.1  ... 69.85 69.9  69.95],"[-0.04108796 -0.04532713 -0.02435898 ...  0.1700401   0.1700401
  0.1700401 ]","[ -101.97326467  -100.40085556   -98.84153662 ... 17401.98940992
 17450.17027322 17498.43215572]",[110 392 506],[ 6.6419283   6.93861549 10.8991367 ],[110 392],[6.6419283  6.93861549],[ 23.55414834 867.24978704],[160.24601392 352.037177  ],[ 15.63782724 119.335657  ],[144.60818668 232.70152   ],768.1136446399997,0.30295194158289274,0.7027989227685512
152,152,hHBB_10396597_Astros-Brourd-Eli-mod3_hHBB,PSU,1.0,16,4,nts-Eukaryote Total RNA Nano_2020-12-10_16-18-58_Sample4.csv,[17.   17.05 17.1  ... 69.85 69.9  69.95],"[-0.04416585 -0.0401322  -0.03769771 ...  0.1195259   0.1195259
  0.1195259 ]","[ -101.97326467  -100.40085556   -98.84153662 ... 17401.98940992
 17450.17027322 17498.43215572]",[110 392 510],[ 6.69771118  6.74767937 13.73834661],[110 392],[6.69771118 6.74767937],[ 23.55414834 867.24978704],[162.16799574 289.379354  ],[ 18.71388078 102.095266  ],[143.45411496 187.284088  ],747.6363666329999,0.250501575844202,0.5811226583836198
153,153,hHBB_10396597_Astros-Brourd-Eli-mod3_hHBB,PSU,1.5,16,5,nts-Eukaryote Total RNA Nano_2020-12-10_16-18-58_Sample5.csv,[17.   17.05 17.1  ... 69.85 69.9  69.95],[0.02690267 0.03349381 0.01761016 ... 0.2330208  0.2330208  0.2330208 ],"[ -101.97326467  -100.40085556   -98.84153662 ... 17401.98940992
 17450.17027322 17498.43215572]",[110 338 393],[6.75941938 7.86694224 7.00134584],[110 393],[6.75941938 7.00134584],[ 23.55414834 873.84745964],[165.29531378 233.533738  ],[19.03844446 73.957528  ],[146.25686932 159.57621   ],712.1291688530001,0.22408323795670873,0.5198364381611766
154,154,hHBB_10396597_Astros-Brourd-Eli-mod3_hHBB,PSU,2.0,16,6,nts-Eukaryote Total RNA Nano_2020-12-10_16-18-58_Sample6.csv,[17.   17.05 17.1  ... 69.85 69.9  69.95],"[-0.1870604  -0.1785519  -0.1837555  ...  0.03383636  0.03383636
  0.03383636]","[ -101.97326467  -100.40085556   -98.84153662 ... 17401.98940992
 17450.17027322 17498.43215572]",[110 293 337 392],[ 6.86359737 11.59996683  8.55661747  7.43370297],[110 392],[6.86359737 7.43370297],[ 23.55414834 867.24978704],[172.80572067 180.241309  ],[20.63904969 67.313632  ],[152.16667098 112.927677  ],645.7554571319997,0.17487684502357417,0.4056856597702392
155,155,hHBB_10396597_Astros-Brourd-Eli-mod3_hHBB,PSU,3.0,16,7,nts-Eukaryote Total RNA Nano_2020-12-10_16-18-58_Sample7.csv,[17.   17.05 17.1  ... 69.85 69.9  69.95],"[-0.01344896 -0.01372837 -0.0075171  ...  0.2151108   0.2151108
  0.2151108 ]","[ -101.97326467  -100.40085556   -98.84153662 ... 17401.98940992
 17450.17027322 17498.43215572]",[110 240 291 336 392],[ 6.74061577  8.5225672  10.99675959  9.55209852  7.67181559],[110 392],[6.74061577 7.67181559],[ 23.55414834 867.24978704],[161.8946375 128.787314 ],[14.5442304 51.356    ],[147.3504071  77.431314 ],659.1407732899997,0.11747310610677822,0.2725183802907883
156,156,hHBB_10396597_Astros-Brourd-Eli-mod3_hHBB,PSU,4.0,16,8,nts-Eukaryote Total RNA Nano_2020-12-10_16-18-58_Sample8.csv,[17.   17.05 17.1  ... 69.85 69.9  69.95],"[ 0.00585302  0.01011224 -0.00992248 ...  0.09677505  0.09677505
  0.09677505]","[ -101.97326467  -100.40085556   -98.84153662 ... 17401.98940992
 17450.17027322 17498.43215572]",[110 239 290 335 392],[ 6.72643602  8.54348925 11.83025859 10.79637376  8.13776327],[110 392],[6.72643602 8.13776327],[ 23.55414834 867.24978704],[160.85683  110.440549],[15.0606428 46.452771 ],[145.7961872  63.987778 ],662.1236510869999,0.09664022406532688,0.22418950350459946
157,157,hHBB_10396597_Astros-Brourd-Eli-mod3_hHBB,PSU,5.0,16,9,nts-Eukaryote Total RNA Nano_2020-12-10_16-18-58_Sample9.csv,[17.   17.05 17.1  ... 69.85 69.9  69.95],"[-0.08539853 -0.06123214 -0.02717025 ...  0.1813393   0.1813393
  0.1813393 ]","[ -101.97326467  -100.40085556   -98.84153662 ... 17401.98940992
 17450.17027322 17498.43215572]",[110 238 289 335 392],[ 6.77065843  9.04183087 12.76772176 23.18828733  9.11081151],[110 392],[6.77065843 9.11081151],[ 23.55414834 867.24978704],[161.84873388  99.947431  ],[13.39412746 44.56934   ],[148.45460642  55.378091  ],703.0336026110004,0.07877019077655888,0.18273395091904873
158,158,hHBB_10396597_Astros-Brourd-Eli-mod3_hHBB,PSU,18.0,16,10,nts-Eukaryote Total RNA Nano_2020-12-10_16-18-58_Sample10.csv,[17.   17.05 17.1  ... 69.85 69.9  69.95],"[-0.056355   -0.02371578 -0.00492537 ...  0.1924515   0.1924515
  0.1924515 ]","[ -101.97326467  -100.40085556   -98.84153662 ... 17401.98940992
 17450.17027322 17498.43215572]",[110 237],[ 6.75432494 27.61496505],[110 392],[6.77065843 9.11081151],[ 23.55414834 867.24978704],[158.3468818   7.619541 ],[17.5920423  7.82137  ],[140.7548395  -0.201829 ],639.5022217699999,-0.00031560328194229435,-0.0007321479618594028
159,159,hHBB_10396597_Astros-Brourd-Eli-mod3_hHBB,PSU,24.0,16,11,nts-Eukaryote Total RNA Nano_2020-12-10_16-18-58_Sample11.csv,[17.   17.05 17.1  ... 69.85 69.9  69.95],"[-0.07406824 -0.06020269 -0.04289718 ...  0.1028633   0.1028633
  0.1028633 ]","[ -101.97326467  -100.40085556   -98.84153662 ... 17401.98940992
 17450.17027322 17498.43215572]",[110 236],[ 6.85167942 31.30076517],[110 392],[6.77065843 9.11081151],[ 23.55414834 867.24978704],[158.8426656   6.8206182],[19.6330687  7.854685 ],[139.2095969  -1.0340668],699.1306916970003,-0.001479075103240009,-0.0034312121712098
160,160,hHBB_10422723_Ribotree_Random_degscoreall_1_hHBB,PSU,0.0,17,2,nts-Eukaryote Total RNA Nano_2020-12-11_07-40-22_Sample2.csv,[17.   17.05 17.1  ... 69.85 69.9  69.95],"[-0.0087361  -0.0151306  -0.02279377 ... -0.0217514  -0.0217514
 -0.0217514 ]","[ -127.04938427  -125.05595692  -123.07994227 ... 16546.97778359
 16591.00209014 16635.09079261]",[110 399 514],[ 6.64505936  7.41070796 10.63732284],[110 399],[6.64505936 7.41070796],[ 23.49489546 888.70757569],[109.9880442 305.727135 ],[13.2433651 87.480624 ],[ 96.7446791 218.246511 ],525.00722825,0.41570191657642197,1.0
161,161,hHBB_10422723_Ribotree_Random_degscoreall_1_hHBB,PSU,0.5,17,3,nts-Eukaryote Total RNA Nano_2020-12-11_07-40-22_Sample3.csv,[17.   17.05 17.1  ... 69.85 69.9  69.95],"[-0.00073924 -0.01660358 -0.01841194 ...  0.06341553  0.06341553
  0.06341553]","[ -127.04938427  -125.05595692  -123.07994227 ... 16546.97778359
 16591.00209014 16635.09079261]",[110 399 514],[ 6.58047688  8.44291935 12.36125891],[110 399],[6.58047688 8.44291935],[ 23.49489546 888.70757569],[108.51927379 286.156013  ],[12.10956662 99.659745  ],[ 96.40970717 186.496268  ],550.7487250399997,0.3386231497611823,0.8145816419370064
162,162,hHBB_10422723_Ribotree_Random_degscoreall_1_hHBB,PSU,1.0,17,4,nts-Eukaryote Total RNA Nano_2020-12-11_07-40-22_Sample4.csv,[17.   17.05 17.1  ... 69.85 69.9  69.95],"[ 0.02089127  0.01562608 -0.00238561 ...  0.1321373   0.1321373
  0.1321373 ]","[ -127.04938427  -125.05595692  -123.07994227 ... 16546.97778359
 16591.00209014 16635.09079261]",[110 400 516],[ 6.65176713  8.64236815 14.09202149],[110 400],[6.65176713 8.64236815],[ 23.49489546 895.40273401],[108.220486 265.45875 ],[13.1274612 99.833463 ],[ 95.0930248 165.625287 ],582.0592740799998,0.2845505507352092,0.684506227632217
163,163,hHBB_10422723_Ribotree_Random_degscoreall_1_hHBB,PSU,1.5,17,5,nts-Eukaryote Total RNA Nano_2020-12-11_07-40-22_Sample5.csv,[17.   17.05 17.1  ... 69.85 69.9  69.95],"[-0.0298382  -0.04504009 -0.03539525 ... -0.09048462 -0.09048462
 -0.09048462]","[ -127.04938427  -125.05595692  -123.07994227 ... 16546.97778359
 16591.00209014 16635.09079261]",[110 314 400 517],[ 6.67555249 10.96337507  9.43139912 16.25780017],[110 400],[6.67555249 9.43139912],[ 23.49489546 895.40273401],[112.18581193 242.733515  ],[ 13.29892221 101.86053   ],[ 98.88688972 140.872985  ],556.8311923870001,0.25299046986953394,0.6085862484182811
164,164,hHBB_10422723_Ribotree_Random_degscoreall_1_hHBB,PSU,2.0,17,6,nts-Eukaryote Total RNA Nano_2020-12-11_07-40-22_Sample6.csv,[17.   17.05 17.1  ... 69.85 69.9  69.95],"[-0.01150227 -0.03726127 -0.04803584 ...  0.00071716  0.00071716
  0.00071716]","[ -127.04938427  -125.05595692  -123.07994227 ... 16546.97778359
 16591.00209014 16635.09079261]",[110 313 400],[ 6.6323944  11.20852011  9.96318415],[110 400],[6.6323944  9.96318415],[ 23.49489546 895.40273401],[108.04879447 250.096859  ],[ 11.4140474 110.54544  ],[ 96.63474707 139.551419  ],601.7899597846,0.2318938970832114,0.5578369688381757
