,Sample,Nucleotide,Timepoint,Plate,FileNumber,filename,nts,times,fu,peak_index,peak_nts,peak_widths,peak_area,background_area,peak_area_backsub,total_area,total_mRNA,fraction_intact,fraction_norm
128,hHBB_10415488_RLT-10_hHBB,PSU,18.0,13,10,nts-Eukaryote Total RNA Nano_2020-12-10_15-49-28_Sample10.csv,"[ -111.99756802  -110.27270715  -108.56246956 ... 16253.68048694
 16296.5345825  16339.45101991]",[17.   17.05 17.1  ... 69.85 69.9  69.95],"[-0.05732373 -0.04213998 -0.03062208 ...  0.0569191   0.0569191
  0.0569191 ]","[110, 399]",[ 23.31702844 910.7245928 ],"[6.1225441330509796, 13.661856751612106]",[86.00182776 85.8048872 ],[-1.4597147 83.6756382],[87.46154246  2.129249  ],445.3351947,357.87365223999996,0.005949722721057023,0.004986658292813352
129,hHBB_10415488_RLT-10_hHBB,PSU,24.0,13,11,nts-Eukaryote Total RNA Nano_2020-12-10_15-49-28_Sample11.csv,"[ -111.99756802  -110.27270715  -108.56246956 ... 16253.68048694
 16296.5345825  16339.45101991]",[17.   17.05 17.1  ... 69.85 69.9  69.95],"[-0.00521691 -0.01289499 -0.00170786 ...  0.00414658  0.00414658
  0.00414658]","[110, 399]",[ 23.31702844 910.7245928 ],"[6.1225441330509796, 13.661856751612106]",[86.00978358 56.5058991 ],[ 0.50071828 62.430333  ],[85.5090653 -5.9244339],457.6128027,372.103737402,-0.015921457659533202,-0.013344297304914182
130,hHBB_10419522_12_hHBB,PSU,0.0,14,2,nts-Eukaryote Total RNA Nano_2020-12-10_15-52-31_Sample2.csv,"[ -132.11040204  -130.07075279  -128.04873752 ... 16336.80817382
 16379.12933815 16421.50747182]",[17.   17.05 17.1  ... 69.85 69.9  69.95],"[-0.05194335 -0.03774889 -0.05095491 ...  0.07822037  0.07822037
  0.07822037]","[110, 391]",[ 23.23671656 864.3017974 ],"[6.47948585549328, 6.9926885746619405]",[145.86411172 447.9272286 ],[-1.01051523 41.5386195 ],[146.87462695 406.3886091 ],514.1771783100002,367.3025513640001,1.1064137931818103,1.0
131,hHBB_10419522_12_hHBB,PSU,0.5,14,3,nts-Eukaryote Total RNA Nano_2020-12-10_15-52-31_Sample3.csv,"[ -132.11040204  -130.07075279  -128.04873752 ... 16336.80817382
 16379.12933815 16421.50747182]",[17.   17.05 17.1  ... 69.85 69.9  69.95],"[-0.04267019 -0.04052989 -0.03376734 ...  0.05257797  0.05257797
  0.05257797]","[110, 392]",[ 23.23671656 870.85519639],"[6.489307108419268, 7.4704068307472085]",[148.6095271 449.710072 ],[ 0.20551609 61.700007  ],[148.40401101 388.010065  ],613.92582128,465.5218102740001,0.8334949221210974,0.7533301982110542
132,hHBB_10419522_12_hHBB,PSU,1.0,14,4,nts-Eukaryote Total RNA Nano_2020-12-10_15-52-31_Sample4.csv,"[ -132.11040204  -130.07075279  -128.04873752 ... 16336.80817382
 16379.12933815 16421.50747182]",[17.   17.05 17.1  ... 69.85 69.9  69.95],"[-0.00981164 -0.00192513  0.00112669 ...  0.1439476   0.1439476
  0.1439476 ]","[110, 392]",[ 23.23671656 870.85519639],"[6.5069716341236585, 7.738763002270616]",[151.84536256 334.503198  ],[ 0.34598791 64.295052  ],[151.49937465 270.208146  ],557.5924735000001,406.0930988550001,0.6653847276938846,0.6013886773594713
133,hHBB_10419522_12_hHBB,PSU,1.5,14,5,nts-Eukaryote Total RNA Nano_2020-12-10_15-52-31_Sample5.csv,"[ -132.11040204  -130.07075279  -128.04873752 ... 16336.80817382
 16379.12933815 16421.50747182]",[17.   17.05 17.1  ... 69.85 69.9  69.95],[0.03099874 0.02963482 0.01750962 ... 0.2672424  0.2672424  0.2672424 ],"[110, 392]",[ 23.23671656 870.85519639],"[6.567262827690499, 8.329624159684215]",[153.13657975 305.009528  ],[ 0.56577863 76.394279  ],[152.57080112 228.615249  ],612.2632047,459.6924035804999,0.49732222507776463,0.4494902613673786
134,hHBB_10419522_12_hHBB,PSU,2.0,14,6,nts-Eukaryote Total RNA Nano_2020-12-10_15-52-31_Sample6.csv,"[ -132.11040204  -130.07075279  -128.04873752 ... 16336.80817382
 16379.12933815 16421.50747182]",[17.   17.05 17.1  ... 69.85 69.9  69.95],"[-0.00125055  0.0188398   0.03744937 ...  0.09736633  0.09736633
  0.09736633]","[110, 392]",[ 23.23671656 870.85519639],"[6.650168664558123, 8.871503500408664]",[155.10286521 202.5293713 ],[ 1.85081347 62.2216053 ],[153.25205174 140.307766  ],480.1776962,326.925644465,0.42917332541963094,0.3878958560209376
135,hHBB_10419522_12_hHBB,PSU,3.0,14,7,nts-Eukaryote Total RNA Nano_2020-12-10_15-52-31_Sample7.csv,"[ -132.11040204  -130.07075279  -128.04873752 ... 16336.80817382
 16379.12933815 16421.50747182]",[17.   17.05 17.1  ... 69.85 69.9  69.95],[0.09179757 0.1014626  0.1133042  ... 0.1244965  0.1244965  0.1244965 ],"[110, 393]",[ 23.23671656 877.44439764],"[6.507552808922128, 9.81274476467479]",[145.40193867 153.6644707 ],[-1.36426227 59.253426  ],[146.76620094  94.4110447 ],463.85773429999995,317.0915333599999,0.29774066718083386,0.26910426190963793
136,hHBB_10419522_12_hHBB,PSU,4.0,14,8,nts-Eukaryote Total RNA Nano_2020-12-10_15-52-31_Sample8.csv,"[ -132.11040204  -130.07075279  -128.04873752 ... 16336.80817382
 16379.12933815 16421.50747182]",[17.   17.05 17.1  ... 69.85 69.9  69.95],"[-0.00367369  0.00593761  0.02078207 ...  0.1148071   0.1148071
  0.1148071 ]","[110, 393]",[ 23.23671656 877.44439764],"[6.614370652855783, 11.495359653763614]",[147.79191642  98.7170981 ],[ 0.20713717 51.508611  ],[147.58477924  47.2084871 ],377.5465517,229.96177245700005,0.20528841205043064,0.1855439739774618
137,hHBB_10419522_12_hHBB,PSU,5.0,14,9,nts-Eukaryote Total RNA Nano_2020-12-10_15-52-31_Sample9.csv,"[ -132.11040204  -130.07075279  -128.04873752 ... 16336.80817382
 16379.12933815 16421.50747182]",[17.   17.05 17.1  ... 69.85 69.9  69.95],[0.06389011 0.0447183  0.02333833 ... 0.2602539  0.2602539  0.2602539 ],"[110, 394]",[ 23.23671656 884.06949891],"[6.59691351646363, 12.678138088706305]",[151.59859829 101.5495808 ],[ 1.33960565 65.0963391 ],[150.25899264  36.4532417 ],482.0757379000001,331.8167452550001,0.109859560197861,0.09929337547566928
138,hHBB_10419522_12_hHBB,PSU,18.0,14,10,nts-Eukaryote Total RNA Nano_2020-12-10_15-52-31_Sample10.csv,"[ -132.11040204  -130.07075279  -128.04873752 ... 16336.80817382
 16379.12933815 16421.50747182]",[17.   17.05 17.1  ... 69.85 69.9  69.95],"[-0.04443835 -0.06021018 -0.08123317 ...  0.09756851  0.09756851
  0.09756851]","[110, 394]",[ 23.23671656 884.06949891],"[6.59691351646363, 12.678138088706305]",[149.70267521  14.9679992 ],[ 1.35721666 11.897028  ],[148.34545855   3.0709712 ],340.9856593,192.640200755,0.015941486709234003,0.014408250156923373
139,hHBB_10419522_12_hHBB,PSU,24.0,14,11,nts-Eukaryote Total RNA Nano_2020-12-10_15-52-31_Sample11.csv,"[ -132.11040204  -130.07075279  -128.04873752 ... 16336.80817382
 16379.12933815 16421.50747182]",[17.   17.05 17.1  ... 69.85 69.9  69.95],"[-0.04407513 -0.06502756 -0.07989563 ...  0.01766205  0.01766205
  0.01766205]","[110, 394]",[ 23.23671656 884.06949891],"[6.59691351646363, 12.678138088706305]",[146.83360519   4.49296497],[0.97172303 3.79187133],[145.86188216   0.70109364],326.80782590000007,180.9459437350001,0.0038746026881197712,0.0035019472027524525
140,hHBB_10409421_BugacMan's_Worm_refined_Kagglestyle_hHBB,PSU,0.0,15,2,nts-Eukaryote Total RNA Nano_2020-12-10_16-13-55_Sample2.csv,"[ -101.97326467  -100.40085556   -98.84153662 ... 17401.98940992
 17450.17027322 17498.43215572]",[17.   17.05 17.1  ... 69.85 69.9  69.95],[0.178088   0.1438759  0.09287792 ... 0.0090065  0.0090065  0.0090065 ],"[110, 391]",[ 23.55414834 860.68806619],"[6.225864960422754, 6.101354763556401]",[109.38998904 409.039021  ],[-0.96804971 39.85486   ],[110.35803875 369.184161  ],471.64293455259997,361.2848958026,1.0218643660146702,1.0
141,hHBB_10409421_BugacMan's_Worm_refined_Kagglestyle_hHBB,PSU,0.5,15,3,nts-Eukaryote Total RNA Nano_2020-12-10_16-13-55_Sample3.csv,"[ -101.97326467  -100.40085556   -98.84153662 ... 17401.98940992
 17450.17027322 17498.43215572]",[17.   17.05 17.1  ... 69.85 69.9  69.95],[0.01023959 0.01513319 0.02214033 ... 0.176815   0.176815   0.176815  ],"[110, 391]",[ 23.55414834 860.68806619],"[6.245058711502267, 6.496624877741283]",[109.57645428 449.165711  ],[-0.39558224 77.7389    ],[109.97203652 371.426811  ],572.5650147,462.59297818,0.8029235818955164,0.7857437920327572
142,hHBB_10409421_BugacMan's_Worm_refined_Kagglestyle_hHBB,PSU,1.0,15,4,nts-Eukaryote Total RNA Nano_2020-12-10_16-13-55_Sample4.csv,"[ -101.97326467  -100.40085556   -98.84153662 ... 17401.98940992
 17450.17027322 17498.43215572]",[17.   17.05 17.1  ... 69.85 69.9  69.95],"[-0.00586282  0.00219115  0.01767051 ...  0.01739883  0.01739883
  0.01739883]","[110, 390]",[ 23.55414834 854.16219298],"[6.164566266421602, 7.0370977683014075]",[111.1621054 412.031792 ],[ 0.3428483 85.226799 ],[110.8192571 326.804993 ],561.80509637,450.98583927,0.7246457971474036,0.7091408813613531
143,hHBB_10409421_BugacMan's_Worm_refined_Kagglestyle_hHBB,PSU,1.5,15,5,nts-Eukaryote Total RNA Nano_2020-12-10_16-13-55_Sample5.csv,"[ -101.97326467  -100.40085556   -98.84153662 ... 17401.98940992
 17450.17027322 17498.43215572]",[17.   17.05 17.1  ... 69.85 69.9  69.95],"[-0.04174623 -0.01582654  0.02444767 ...  0.1115036   0.1115036
  0.1115036 ]","[110, 391]",[ 23.55414834 860.68806619],"[6.384519903514942, 7.531113429976415]",[116.45282155 350.57263   ],[  1.2942936 106.096308 ],[115.15852795 244.476322  ],549.2687836,434.11025565,0.5631664279249561,0.5511166125905119
144,hHBB_10409421_BugacMan's_Worm_refined_Kagglestyle_hHBB,PSU,2.0,15,6,nts-Eukaryote Total RNA Nano_2020-12-10_16-13-55_Sample6.csv,"[ -101.97326467  -100.40085556   -98.84153662 ... 17401.98940992
 17450.17027322 17498.43215572]",[17.   17.05 17.1  ... 69.85 69.9  69.95],"[-0.00700455 -0.0039876  -0.02580176 ...  0.147438    0.147438
  0.147438  ]","[110, 391]",[ 23.55414834 860.68806619],"[6.27392267507166, 7.816879016130599]",[116.35665114 338.3387    ],[  1.8188354 113.272932 ],[114.53781574 225.065768  ],578.2290194000001,463.69120366000004,0.4853785584533726,0.47499313470179694
145,hHBB_10409421_BugacMan's_Worm_refined_Kagglestyle_hHBB,PSU,3.0,15,7,nts-Eukaryote Total RNA Nano_2020-12-10_16-13-55_Sample7.csv,"[ -101.97326467  -100.40085556   -98.84153662 ... 17401.98940992
 17450.17027322 17498.43215572]",[17.   17.05 17.1  ... 69.85 69.9  69.95],"[-0.07575088 -0.06703424 -0.05226092 ...  0.08924103  0.08924103
  0.08924103]","[110, 391]",[ 23.55414834 860.68806619],"[6.153477062044246, 8.84785900871833]",[104.11990028 274.9764945 ],[ -1.4393577 116.1158058],[105.55925798 158.8606887 ],514.5811216,409.02186362,0.3883916798334987,0.3800814401115175
146,hHBB_10409421_BugacMan's_Worm_refined_Kagglestyle_hHBB,PSU,4.0,15,8,nts-Eukaryote Total RNA Nano_2020-12-10_16-13-55_Sample8.csv,"[ -101.97326467  -100.40085556   -98.84153662 ... 17401.98940992
 17450.17027322 17498.43215572]",[17.   17.05 17.1  ... 69.85 69.9  69.95],"[-0.03901181 -0.0386005  -0.03540871 ...  0.1147079   0.1147079
  0.1147079 ]","[110, 391]",[ 23.55414834 860.68806619],"[6.165420719279581, 10.470172768822692]",[105.78591575 269.207706  ],[  1.0301484 129.3111536],[104.75576735 139.8965524 ],570.5081286,465.75236125,0.3003668130088305,0.29394000123546565
147,hHBB_10409421_BugacMan's_Worm_refined_Kagglestyle_hHBB,PSU,5.0,15,9,nts-Eukaryote Total RNA Nano_2020-12-10_16-13-55_Sample9.csv,"[ -101.97326467  -100.40085556   -98.84153662 ... 17401.98940992
 17450.17027322 17498.43215572]",[17.   17.05 17.1  ... 69.85 69.9  69.95],"[-0.01096903 -0.00598413 -0.00640324 ...  0.08671951  0.08671951
  0.08671951]","[110, 391]",[ 23.55414834 860.68806619],"[6.241177043607863, 12.469046062569305]",[105.26681726 225.2259249 ],[  1.3720351 110.1768694],[103.89478216 115.0490555 ],494.5110608,390.61627864,0.29453215800571275,0.28823018768567604
148,hHBB_10409421_BugacMan's_Worm_refined_Kagglestyle_hHBB,PSU,18.0,15,10,nts-Eukaryote Total RNA Nano_2020-12-10_16-13-55_Sample10.csv,"[ -101.97326467  -100.40085556   -98.84153662 ... 17401.98940992
 17450.17027322 17498.43215572]",[17.   17.05 17.1  ... 69.85 69.9  69.95],"[-0.1078876  -0.07218064 -0.03070831 ...  0.1245079   0.1245079
  0.1245079 ]","[110, 391]",[ 23.55414834 860.68806619],"[6.241177043607863, 12.469046062569305]",[107.44720998  50.1848736 ],[ 2.7397328 53.3111823],[104.70747718  -3.1263087 ],504.7118723000001,400.0043951200001,-0.00781568587280679,-0.007648457205028505
149,hHBB_10409421_BugacMan's_Worm_refined_Kagglestyle_hHBB,PSU,24.0,15,11,nts-Eukaryote Total RNA Nano_2020-12-10_16-13-55_Sample11.csv,"[ -101.97326467  -100.40085556   -98.84153662 ... 17401.98940992
 17450.17027322 17498.43215572]",[17.   17.05 17.1  ... 69.85 69.9  69.95],"[-0.05536342 -0.05983767 -0.06239177 ...  0.00930023  0.00930023
  0.00930023]","[110, 391]",[ 23.55414834 860.68806619],"[6.241177043607863, 12.469046062569305]",[101.23753367  27.196417  ],[-0.6385204 34.4107062],[101.87605407  -7.2142892 ],470.02113870000005,368.14508462500004,-0.01959632085635105,-0.01917702731212541
150,hHBB_10396597_Astros-Brourd-Eli-mod3_hHBB,PSU,0.0,16,2,nts-Eukaryote Total RNA Nano_2020-12-10_16-18-58_Sample2.csv,"[ -101.97326467  -100.40085556   -98.84153662 ... 17401.98940992
 17450.17027322 17498.43215572]",[17.   17.05 17.1  ... 69.85 69.9  69.95],"[ 0.00411937 -0.00976521 -0.04483509 ...  0.1366119   0.1366119
  0.1366119 ]","[110, 393]",[ 23.55414834 873.84745964],"[6.599744885205951, 6.7477387296438]",[162.11260805 472.983576  ],[-0.46342695 41.5391445 ],[162.576035  431.4444315],558.4183713599999,395.8423363599999,1.0899400894492035,1.0
151,hHBB_10396597_Astros-Brourd-Eli-mod3_hHBB,PSU,0.5,16,3,nts-Eukaryote Total RNA Nano_2020-12-10_16-18-58_Sample3.csv,"[ -101.97326467  -100.40085556   -98.84153662 ... 17401.98940992
 17450.17027322 17498.43215572]",[17.   17.05 17.1  ... 69.85 69.9  69.95],"[-0.04108796 -0.04532713 -0.02435898 ...  0.1700401   0.1700401
  0.1700401 ]","[110, 392]",[ 23.55414834 867.24978704],"[6.641928298732765, 6.938615492197812]",[164.91571403 410.576256  ],[-0.24455361 60.555159  ],[165.16026764 350.021097  ],598.1160142,432.95574655999997,0.8084454353153927,0.741733828438164
152,hHBB_10396597_Astros-Brourd-Eli-mod3_hHBB,PSU,1.0,16,4,nts-Eukaryote Total RNA Nano_2020-12-10_16-18-58_Sample4.csv,"[ -101.97326467  -100.40085556   -98.84153662 ... 17401.98940992
 17450.17027322 17498.43215572]",[17.   17.05 17.1  ... 69.85 69.9  69.95],"[-0.04416585 -0.0401322  -0.03769771 ...  0.1195259   0.1195259
  0.1195259 ]","[110, 392]",[ 23.55414834 867.24978704],"[6.697711181453727, 6.747679374006225]",[167.44058537 337.207909  ],[-0.59018547 59.3016375 ],[168.03077084 277.9062715 ],576.8600523,408.82928146,0.6797611719677921,0.6236683819119878
153,hHBB_10396597_Astros-Brourd-Eli-mod3_hHBB,PSU,1.5,16,5,nts-Eukaryote Total RNA Nano_2020-12-10_16-18-58_Sample5.csv,"[ -101.97326467  -100.40085556   -98.84153662 ... 17401.98940992
 17450.17027322 17498.43215572]",[17.   17.05 17.1  ... 69.85 69.9  69.95],[0.02690267 0.03349381 0.01761016 ... 0.2330208  0.2330208  0.2330208 ],"[110, 393]",[ 23.55414834 873.84745964],"[6.759419384370119, 7.001345842265209]",[170.62111517 260.396238  ],[-0.30120484 56.101393  ],[170.92232001 204.294845  ],538.8376222999999,367.9153022924999,0.5552768360734871,0.5094562916335097
154,hHBB_10396597_Astros-Brourd-Eli-mod3_hHBB,PSU,2.0,16,6,nts-Eukaryote Total RNA Nano_2020-12-10_16-18-58_Sample6.csv,"[ -101.97326467  -100.40085556   -98.84153662 ... 17401.98940992
 17450.17027322 17498.43215572]",[17.   17.05 17.1  ... 69.85 69.9  69.95],"[-0.1870604  -0.1785519  -0.1837555  ...  0.03383636  0.03383636
  0.03383636]","[110, 392]",[ 23.55414834 867.24978704],"[6.863597371416802, 7.4337029702292625]",[178.80209548 205.807562  ],[ 0.84968656 48.7325495 ],[177.95240892 157.0750125 ],464.52134355000004,286.568934635,0.5481229593154082,0.5028927411894719
155,hHBB_10396597_Astros-Brourd-Eli-mod3_hHBB,PSU,3.0,16,7,nts-Eukaryote Total RNA Nano_2020-12-10_16-18-58_Sample7.csv,"[ -101.97326467  -100.40085556   -98.84153662 ... 17401.98940992
 17450.17027322 17498.43215572]",[17.   17.05 17.1  ... 69.85 69.9  69.95],"[-0.01344896 -0.01372837 -0.0075171  ...  0.2151108   0.2151108
  0.2151108 ]","[110, 392]",[ 23.55414834 867.24978704],"[6.740615767036829, 7.671815587852905]",[166.07027384 145.772069  ],[ 1.7632083 47.02074  ],[164.30706554  98.751329  ],486.1885264,321.88146086,0.3067940872896409,0.2814779365026182
156,hHBB_10396597_Astros-Brourd-Eli-mod3_hHBB,PSU,4.0,16,8,nts-Eukaryote Total RNA Nano_2020-12-10_16-18-58_Sample8.csv,"[ -101.97326467  -100.40085556   -98.84153662 ... 17401.98940992
 17450.17027322 17498.43215572]",[17.   17.05 17.1  ... 69.85 69.9  69.95],"[ 0.00585302  0.01011224 -0.00992248 ...  0.09677505  0.09677505
  0.09677505]","[110, 392]",[ 23.55414834 867.24978704],"[6.72643602080521, 8.137763274756992]",[165.09040212 123.4102957 ],[-0.38782506 44.4217722 ],[165.47822718  78.9885235 ],493.4281126,327.94988542,0.2408554691179133,0.22098046621959613
157,hHBB_10396597_Astros-Brourd-Eli-mod3_hHBB,PSU,5.0,16,9,nts-Eukaryote Total RNA Nano_2020-12-10_16-18-58_Sample9.csv,"[ -101.97326467  -100.40085556   -98.84153662 ... 17401.98940992
 17450.17027322 17498.43215572]",[17.   17.05 17.1  ... 69.85 69.9  69.95],"[-0.08539853 -0.06123214 -0.02717025 ...  0.1813393   0.1813393
  0.1813393 ]","[110, 392]",[ 23.55414834 867.24978704],"[6.770658426963919, 9.110811513113163]",[165.18707849 110.8153642 ],[-0.72649283 44.064195  ],[165.91357132  66.7511692 ],532.4688077999999,366.5552364834999,0.1821039847646665,0.16707705912229723
158,hHBB_10396597_Astros-Brourd-Eli-mod3_hHBB,PSU,18.0,16,10,nts-Eukaryote Total RNA Nano_2020-12-10_16-18-58_Sample10.csv,"[ -101.97326467  -100.40085556   -98.84153662 ... 17401.98940992
 17450.17027322 17498.43215572]",[17.   17.05 17.1  ... 69.85 69.9  69.95],"[-0.056355   -0.02371578 -0.00492537 ...  0.1924515   0.1924515
  0.1924515 ]","[110, 392]",[ 23.55414834 867.24978704],"[6.770658426963919, 9.110811513113163]",[162.69546506   9.6869282 ],[-2.27124387  8.72115405],[164.96670893   0.96577415],443.1447584,278.17804947,0.0034717841750635924,0.003185298172506017
159,hHBB_10396597_Astros-Brourd-Eli-mod3_hHBB,PSU,24.0,16,11,nts-Eukaryote Total RNA Nano_2020-12-10_16-18-58_Sample11.csv,"[ -101.97326467  -100.40085556   -98.84153662 ... 17401.98940992
 17450.17027322 17498.43215572]",[17.   17.05 17.1  ... 69.85 69.9  69.95],"[-0.07406824 -0.06020269 -0.04289718 ...  0.1028633   0.1028633
  0.1028633 ]","[110, 392]",[ 23.55414834 867.24978704],"[6.770658426963919, 9.110811513113163]",[164.36839775   8.9411439 ],[-0.74691425  8.9766223 ],[ 1.65115312e+02 -3.54784000e-02],483.55803260000005,318.44272060800006,-0.00011141218719731435,-0.00010221863410273864
160,hHBB_10422723_Ribotree_Random_degscoreall_1_hHBB,PSU,0.0,17,2,nts-Eukaryote Total RNA Nano_2020-12-11_07-40-22_Sample2.csv,"[ -127.04938427  -125.05595692  -123.07994227 ... 16546.97778359
 16591.00209014 16635.09079261]",[17.   17.05 17.1  ... 69.85 69.9  69.95],"[-0.0087361  -0.0151306  -0.02279377 ... -0.0217514  -0.0217514
 -0.0217514 ]","[110, 399]",[ 23.49489546 888.70757569],"[6.645059359001252, 7.4107079565567915]",[114.0930235 349.545684 ],[ 1.65455325 48.7882785 ],[112.43847025 300.7574055 ],404.71772619999996,292.27925595,1.0290070176976582,1.0
161,hHBB_10422723_Ribotree_Random_degscoreall_1_hHBB,PSU,0.5,17,3,nts-Eukaryote Total RNA Nano_2020-12-11_07-40-22_Sample3.csv,"[ -127.04938427  -125.05595692  -123.07994227 ... 16546.97778359
 16591.00209014 16635.09079261]",[17.   17.05 17.1  ... 69.85 69.9  69.95],"[-0.00073924 -0.01660358 -0.01841194 ...  0.06341553  0.06341553
  0.06341553]","[110, 399]",[ 23.49489546 888.70757569],"[6.580476880724703, 8.442919351584408]",[112.24688602 326.781541  ],[ 0.70071559 72.247838  ],[111.54617043 254.533703  ],431.4218121000001,319.87564167100015,0.7957270571473961,0.7732960450821685
162,hHBB_10422723_Ribotree_Random_degscoreall_1_hHBB,PSU,1.0,17,4,nts-Eukaryote Total RNA Nano_2020-12-11_07-40-22_Sample4.csv,"[ -127.04938427  -125.05595692  -123.07994227 ... 16546.97778359
 16591.00209014 16635.09079261]",[17.   17.05 17.1  ... 69.85 69.9  69.95],"[ 0.02089127  0.01562608 -0.00238561 ...  0.1321373   0.1321373
  0.1321373 ]","[110, 400]",[ 23.49489546 895.40273401],"[6.65176713075337, 8.642368145119349]",[112.03331291 303.005342  ],[ 0.66833392 85.0153185 ],[111.36497899 217.9900235 ],464.1058019,352.740822915,0.6179892128689882,0.6005685114293022
163,hHBB_10422723_Ribotree_Random_degscoreall_1_hHBB,PSU,1.5,17,5,nts-Eukaryote Total RNA Nano_2020-12-11_07-40-22_Sample5.csv,"[ -127.04938427  -125.05595692  -123.07994227 ... 16546.97778359
 16591.00209014 16635.09079261]",[17.   17.05 17.1  ... 69.85 69.9  69.95],"[-0.0298382  -0.04504009 -0.03539525 ... -0.09048462 -0.09048462
 -0.09048462]","[110, 400]",[ 23.49489546 895.40273401],"[6.6755524850139665, 9.431399117532692]",[115.92542673 273.00717   ],[ 0.42932442 92.7183795 ],[115.49610231 180.2887905 ],437.8190901,322.32298779,0.5593420181915841,0.5435745418365353
164,hHBB_10422723_Ribotree_Random_degscoreall_1_hHBB,PSU,2.0,17,6,nts-Eukaryote Total RNA Nano_2020-12-11_07-40-22_Sample6.csv,"[ -127.04938427  -125.05595692  -123.07994227 ... 16546.97778359
 16591.00209014 16635.09079261]",[17.   17.05 17.1  ... 69.85 69.9  69.95],"[-0.01150227 -0.03726127 -0.04803584 ...  0.00071716  0.00071716
  0.00071716]","[110, 400]",[ 23.49489546 895.40273401],"[6.632394404787647, 9.96318415357888]",[110.95406461 280.141908  ],[ -1.89388363 107.20002   ],[112.84794824 172.941888  ],490.41592554,377.567977295,0.4580417259932976,0.44512983693555236
165,hHBB_10422723_Ribotree_Random_degscoreall_1_hHBB,PSU,3.0,17,7,nts-Eukaryote Total RNA Nano_2020-12-11_07-40-22_Sample7.csv,"[ -127.04938427  -125.05595692  -123.07994227 ... 16546.97778359
 16591.00209014 16635.09079261]",[17.   17.05 17.1  ... 69.85 69.9  69.95],[0.03379695 0.05443852 0.05246423 ... 0.2420387  0.2420387  0.2420387 ],"[110, 400]",[ 23.49489546 895.40273401],"[6.568271966711848, 11.428727270144577]",[111.59995414 238.992695  ],[  1.84188039 121.0129025 ],[109.75807375 117.9797925 ],521.3512378000001,411.59316405000015,0.28664176863167684,0.27856152941796325
166,hHBB_10422723_Ribotree_Random_degscoreall_1_hHBB,PSU,4.0,17,8,nts-Eukaryote Total RNA Nano_2020-12-11_07-40-22_Sample8.csv,"[ -127.04938427  -125.05595692  -123.07994227 ... 16546.97778359
 16591.00209014 16635.09079261]",[17.   17.05 17.1  ... 69.85 69.9  69.95],"[-0.01982803 -0.02089321 -0.02954046 ...  0.3235397   0.3235397
  0.3235397 ]","[110, 401]",[ 23.49489546 902.13435913],"[6.594229360080121, 15.612967103414519]",[109.09434075 200.7654342 ],[  0.30028311 128.950044  ],[108.79405765  71.8153902 ],452.7653604000001,343.9713027525001,0.20878308633692558,0.2028976311590812
167,hHBB_10422723_Ribotree_Random_degscoreall_1_hHBB,PSU,5.0,17,9,nts-Eukaryote Total RNA Nano_2020-12-11_07-40-22_Sample9.csv,"[ -127.04938427  -125.05595692  -123.07994227 ... 16546.97778359
 16591.00209014 16635.09079261]",[17.   17.05 17.1  ... 69.85 69.9  69.95],"[ 0.00285185 -0.00153957 -0.01717688 ...  0.08658218  0.08658218
  0.08658218]","[110, 401]",[ 23.49489546 902.13435913],"[6.594229360080121, 15.612967103414519]",[107.9612513 194.5709279],[  2.49320631 136.2188016 ],[105.46804499  58.3521263 ],507.70518289999995,402.23713790999994,0.14506896753291898,0.14097957063257172
168,hHBB_10422723_Ribotree_Random_degscoreall_1_hHBB,PSU,18.0,17,10,nts-Eukaryote Total RNA Nano_2020-12-11_07-40-22_Sample10.csv,"[ -127.04938427  -125.05595692  -123.07994227 ... 16546.97778359
 16591.00209014 16635.09079261]",[17.   17.05 17.1  ... 69.85 69.9  69.95],[0.05083292 0.04554373 0.03371048 ... 0.2025642  0.2025642  0.2025642 ],"[110, 401]",[ 23.49489546 902.13435913],"[6.594229360080121, 15.612967103414519]",[101.64085371  44.2746787 ],[-0.79867516 47.7307848 ],[102.43952887  -3.4561061 ],448.1881076,345.74857873450003,-0.009996009564666735,-0.009714228759131508
169,hHBB_10422723_Ribotree_Random_degscoreall_1_hHBB,PSU,24.0,17,11,nts-Eukaryote Total RNA Nano_2020-12-11_07-40-22_Sample11.csv,"[ -127.04938427  -125.05595692  -123.07994227 ... 16546.97778359
 16591.00209014 16635.09079261]",[17.   17.05 17.1  ... 69.85 69.9  69.95],[0.05392557 0.04728301 0.03561783 ... 0.4952469  0.4952469  0.4952469 ],"[110, 401]",[ 23.49489546 902.13435913],"[6.594229360080121, 15.612967103414519]",[104.85008733  38.3833353 ],[ 1.0098332 43.7402784],[103.84025414  -5.3569431 ],463.33787559999996,359.49762146499995,-0.014901192052870195,-0.014481137442785105
170,hHBB_10422744_Ribotree_Random_degscore_1_hHBB,PSU,0.0,18,2,nts-Eukaryote Total RNA Nano_2020-12-11_08-00-55_Sample2.csv,"[ -114.64935842  -112.84991286  -111.06623795 ... 16018.78226539
 16060.35546864 16101.985509  ]",[17.   17.05 17.1  ... 69.85 69.9  69.95],"[ 0.0521905   0.01939685 -0.00514984 ...  0.2177963   0.2177963
  0.2177963 ]","[110, 394]",[ 23.4735484  869.08606677],"[6.409657844138138, 7.490764116630942]",[138.25211869 294.3379891 ],[-0.4358023  46.25246065],[138.68792099 248.08552845],352.629805734,213.941884744,1.1595930770959404,1.0
